;普通消耗品
101,避孕套
102,润滑剂
103,媚药
104,利尿剂
105,镇静剂
106,排卵诱发剂
107,避孕药
108,肌肉松弛剂
109,安眠药


;普通可重用

;普通解锁类
301,跳蛋
302,乳头夹
303,阴蒂夹
304,电动按摩器
305,灌肠器
306,榨乳器
307,飞机杯
308,Ｕ扩张气囊
309,Ｖ扩张气囊
310,Ａ扩张气囊
311,拘束工具
312,口枷
313,项圈套组
314,鞭
315,针
316,穿孔工具
317,扩阴器
318,Ｕ扩张器
319,Ａ扩张器


;魔法消耗品
401,红色糖果
402,性转药
403,扶她药
404,淫纹刻印

;魔法重用类
501,避孕护符

;素质知识类
601,触手操纵术
602,催眠术
603,淫纹刻印术
604,具现术
605,处女修复术


;假阳具
901,尿道探针(Ｆ)
902,尿道探针(Ｅ)
903,尿道探针(Ｄ)
904,Ｕ自慰棒(Ｃ)
905,Ｕ自慰棒(Ｂ)
906,Ｕ自慰棒(Ａ)
907,Ｕ自慰棒(Ｓ)
908,Ｕ自慰棒(ＳＳ)
909,Ｕ自慰棒(ＳＳＳ)
910,Ｕ自慰棒(Ｘ)

921,Ｖ自慰棒(Ｆ)
922,Ｖ自慰棒(Ｅ)
923,Ｖ自慰棒(Ｄ)
924,Ｖ自慰棒(Ｃ)
925,Ｖ自慰棒(Ｂ)
926,Ｖ自慰棒(Ａ)
927,Ｖ自慰棒(Ｓ)
928,Ｖ自慰棒(ＳＳ)
929,Ｖ自慰棒(ＳＳＳ)
930,Ｖ自慰棒(Ｘ)

941,Ａ自慰棒(Ｆ)
942,Ａ自慰棒(Ｅ)
943,Ａ自慰棒(Ｄ)
944,Ａ自慰棒(Ｃ)
945,Ａ自慰棒(Ｂ)
946,Ａ自慰棒(Ａ)
947,Ａ自慰棒(Ｓ)
948,Ａ自慰棒(ＳＳ)
949,Ａ自慰棒(ＳＳＳ)
950,Ａ自慰棒(Ｘ)


;服饰
;外套
1001,西装
1002,运动服
1003,V领毛衣
1004,连帽风衣
1005,无帽风衣
1006,针织毛衣
1007,高领毛衣
1008,露肩外衣
1009,哥特披风
1010,和服

;上衣
1101,水手服
1102,背心
1103,女式衬衫
1104,无袖衬衫
1105,T恤
1106,圆领衬衫
1107,体操服
1108,吊带背心
1109,连衣裙
1110,晨衣
1111,睡衣
1112,哥特礼服
1113,连体泳衣
1114,拘束服
1115,女仆装
1116,护士服
1117,旗袍
1118,巫女服
1119,吊带睡裙

;内衣
1201,情趣内衣
1202,满杯胸罩
1203,3/4杯胸罩
1204,半杯胸罩
1205,开放型胸罩
1206,1/4杯胸罩
1207,比基尼胸罩
1208,猫猫胸罩
1209,蕾丝胸罩
1210,吊带背心
1211,抹胸
1212,乳贴
1213,胸衣

;手套
1301,手套
1302,露指手套
1303,礼服手套
1304,礼服袖套

;内裤
1401,内裤
1402,三角胖次
1403,褶边胖次
1404,条纹胖次
1405,蕾丝胖次
1406,低腰胖次
1407,丁字裤
1408,平角裤
1409,兜裆布
1410,前贴
1411,儿童内裤
1412,衬裤
1413,比基尼
1414,情趣内裤

;裙裤
1501,百褶裙
1502,格子裙
1503,紧身裙
1504,荷叶边
1505,布鲁玛
1506,热裤
1507,休闲裤
1508,运动裤
1509,牛仔裤
1510,拘束服
1511,晨裤
1512,睡裤



;佩戴物(通用)
5851,尿道探针(Ｆ)
5852,尿道探针(Ｅ)
5853,尿道探针(Ｄ)
5854,Ｕ自慰棒(Ｃ)
5855,Ｕ自慰棒(Ｂ)
5856,Ｕ自慰棒(Ａ)
5857,Ｕ自慰棒(Ｓ)
5858,Ｕ自慰棒(ＳＳ)
5859,Ｕ自慰棒(ＳＳＳ)
5860,Ｕ自慰棒(Ｘ)

5901,Ｖ自慰棒(Ｆ)
5902,Ｖ自慰棒(Ｅ)
5903,Ｖ自慰棒(Ｄ)
5904,Ｖ自慰棒(Ｃ)
5905,Ｖ自慰棒(Ｂ)
5906,Ｖ自慰棒(Ａ)
5907,Ｖ自慰棒(Ｓ)
5908,Ｖ自慰棒(ＳＳ)
5909,Ｖ自慰棒(ＳＳＳ)
5910,Ｖ自慰棒(Ｘ)

5951,Ａ自慰棒(Ｆ)
5952,Ａ自慰棒(Ｅ)
5953,Ａ自慰棒(Ｄ)
5954,Ａ自慰棒(Ｃ)
5955,Ａ自慰棒(Ｂ)
5956,Ａ自慰棒(Ａ)
5957,Ａ自慰棒(Ｓ)
5958,Ａ自慰棒(ＳＳ)
5959,Ａ自慰棒(ＳＳＳ)
5960,Ａ自慰棒(Ｘ)

6001,食道塞(Ｆ)
6002,食道塞(Ｅ)
6003,食道塞(Ｄ)
6004,食道塞(Ｃ)
6005,食道塞(Ｂ)
6006,食道塞(Ａ)
6007,食道塞(Ｓ)
6008,食道塞(ＳＳ)
6009,食道塞(ＳＳＳ)
6010,食道塞(Ｘ)

6051,乳头塞(Ｆ)
6052,乳头塞(Ｅ)
6053,乳头塞(Ｄ)
6054,乳头塞(Ｃ)
6055,乳头塞(Ｂ)
6056,乳头塞(Ａ)
6057,乳头塞(Ｓ)
6058,乳头塞(ＳＳ)
6059,乳头塞(ＳＳＳ)
6060,乳头塞(Ｘ)

6101,肛塞(Ｆ)
6102,肛塞(Ｅ)
6103,肛塞(Ｄ)
6104,肛塞(Ｃ)
6105,肛塞(Ｂ)
6106,肛塞(Ａ)
6107,肛塞(Ｓ)
6108,肛塞(ＳＳ)
6109,肛塞(ＳＳＳ)
6110,肛塞(Ｘ)
